freq 24 and up ,collocate ,有對有錯,有對有錯error type,,有對有錯error type,freq
市警局 刑警 大隊 經濟組 於 今年 破獲 多 [1]{件} 重大 [2]{詐欺案},1,,,,,
今年 三月 到 八月 北縣 一共 發生 四千五百一十三 [1]{件} [2]{詐欺案},1,,,,,
"1985,25,道,命令,0.006339302286505699,0.0005109916091896594,Nf,Na",1,,,,,
新任 代理 總統 蒲亭 一 [1]{道} [2]{命令},1,,,,,
以 抗議 這 [1]{道} [2]{命令},1,,,,,
他 來到 馬祖 的 第一 [1]{道} [2]{命令},1,,,,,
根據 這 [1]{道} [2]{命令},1,,,,,
據傳 這 [1]{道} [2]{命令} 已 在 擬定 中,1,,,,,
"1986,25,片,撻伐聲,0.013886157423257828,0.010794366709887981,Nf,Na",1,,,,,
一 [1]{片} [2]{撻伐聲},1,,,,,
美國 國會 加入 國際 社會 的 一 [1]{片} [2]{撻伐聲},1,,,,,
除了 引發 在野黨 一 [1]{片} [2]{撻伐聲} 外,1,,,,,
十七日 將 在 國際 社會 一 [1]{片} [2]{撻伐聲} 中 正式 宣誓 就職,1,,,,,
正當 印尼 全 國 上下 對 澳洲 一 [1]{片} [2]{撻伐聲} 中,1,,,,,
"1987,25,支,職棒隊,0.011242312379181385,0.007933225482702255,Nf,Na",1,,,,,
台灣 從 今年 起 就 有 十一 [1]{支} [2]{職棒隊},1,,,,,
對於 兩 [1]{支} [2]{職棒隊} 熱心 協助 宜蘭縣 聯合 勸募 募款,1,,,,,
紐約 另 一 [1]{支} [2]{職棒隊} 大都會隊 未 被 淘汰 前,1,,,,,
其他 五 [1]{支} [2]{職棒隊} 紛紛 表達 高度 興趣,1,,,,,
召集 六 [1]{支} [2]{職棒隊} 的 隊 職員 齊聚 法務部 大禮堂,1,,,,,
"1988,25,個,小孩,0.005243894178420305,0.0030285962857306004,Nf,Na",1,,,,,
綜合 一九七六 到 一九八七年 針對 五千 [1]{個} [2]{小孩} 的 調查 訪問,1,,,,,
內心 是 [1]{個} 大 [2]{小孩},1,,,,,
是 戴雅臣柯 的 第三 [1]{個} [2]{小孩},1,,,,,
其中 包括 了 二點三 [1]{個} [2]{小孩},1,,,,,
歐盟 婦女 的 平均 生育率 是 一點五 [1]{個} [2]{小孩},1,,,,,
"1989,25,匹,野馬,0.011346976272761822,0.0109583530575037,Nf,Na",1,,,,,
德國 科隆 動物園 免費 贈送給 新疆 六 [1]{匹} 普氏 [2]{野馬},1,,,,,
擁有 四代 兩百三十四 [1]{匹} [2]{野馬},1,,,,,
為了 搶救 全 世界 現存 不 到 一千 [1]{匹} 的 瀕危 [2]{野馬},1,,,,,
這裡 的 每 [1]{匹} [2]{野馬} 都 有 擁有 專屬 檔案,1,,,,,
近期 內 將 再 贈送 三 [1]{匹} 蒙古 [2]{野馬} 和 兩 隻 黑 天鵝 到 壽山 動物園,1,,,,,
"1990,25,齣,鬧劇,0.009732816368341446,0.005627300590276718,Nf,Na",1,,,,,
專案 小組 昨天 深夜 證實 彭 柏瑞 自編 自導 這 [1]{齣} [2]{鬧劇} 後,1,,,,,
這 才 證實 是 一 [1]{齣} [2]{鬧劇},1,,,,,
成為 演藝圈 的 一 [1]{齣} [2]{鬧劇},1,,,,,
演變為 總統 大選 前夕 的 一 [1]{齣} [2]{鬧劇},1,,,,,
結束 這 [1]{齣} 自導 自演 的 綁架 [2]{鬧劇},1,,,,,
"1991,25,隻,孔雀,0.013393162749707699,0.006420264020562172,Nf,Na",1,,,,,
這 五 [1]{隻} [2]{孔雀} 已 從 日本 空運到 日內瓦,1,,,,,
三 [1]{隻} 栩栩如生 的 [2]{孔雀} 分別 站 在 四 層 園台 上,1,,,,,
嘉義市 政府 今天 上午 為 嘉義 公園 內 兩 [1]{隻} 公 [2]{孔雀} 舉行 婚禮,1,,,,,
有 兩 [1]{隻} 美麗 的 雄性 [2]{孔雀} 被 拴 在 一 個 大 鐵絲 籠 內,1,,,,,
每 [1]{隻} [2]{孔雀} 原價 人民幣 一千六百八十八 元,1,,,,,
"1992,25,票,同意票,0.01010158471763134,0.010374963283538818,Nf,Na",1,,,,,
普羅 迪 政府 獲得 三百二十二 [1]{票} [2]{同意票},1,,,,,
不過 有 四十七 [1]{票} 不 [2]{同意票},1,,,,,
卻 有 四十七 [1]{票} 不 [2]{同意票},1,,,,,
需要 一百零九 [1]{票} [2]{同意票},1,,,,,
三 人 分別 都 獲得 九 [1]{票} [2]{同意票} 當選,1,,,,,
"1993,25,場,噩夢,0.015263852663338184,0.004692547023296356,Nf,Na",1,,,,,
但 對 全 人類 將 是 一 [1]{場} [2]{噩夢},1,,,,,
一 [1]{場} [2]{噩夢},1,,,,,
無疑 是 一 [1]{場} [2]{噩夢},1,,,,,
卻 是 一 [1]{場} [2]{噩夢},1,,,,,
美麗島 事件 對 當代 人士 是 一 [1]{場} [2]{噩夢},1,,,,,
"1994,25,波,熱浪,0.010672401636838913,0.00569209223613143,Nf,Na",1,,,,,
這 [1]{波} [2]{熱浪} 同時 也 助長 瘧疾 的 傳染,1,,,,,
這 [1]{波} [2]{熱浪} 幾乎 是 全國性 的,1,,,,,
全 義 超過 一百萬 人 的 生命 受到 這 [1]{波} [2]{熱浪} 的 威脅,1,,,,,
歐洲 各 地 下週 將 會 遇到 另外 一 [1]{波} [2]{熱浪},1,,,,,
這 一 [1]{波} 的 [2]{熱浪} 已 造成 三十二 名 歐洲人 死亡,1,,,,,
"1995,25,個,開端,0.009455187246203423,0.003429288975894451,Nf,Na",1,,,,,
他 似乎 暗示 他 與 鍾顧 夫人 捲入 的 貪瀆案 僅 是 [1]{個} [2]{開端},1,,,,,
景文案 只 是 [1]{個} [2]{開端},1,,,,,
契爾 西 本 季 贏得 的 英格蘭 超級杯 和 足協杯 雙料 冠軍 只 是 [1]{個} [2]{開端} 而已,1,,,,,
今年 夏天 只 是 [1]{個} [2]{開端},1,,,,,
他 希望 訪 台 是 [1]{個} [2]{開端},1,,,,,
"1996,25,具,優勢,0.0126658258959651,0.006313208024948835,Nf,Na",4,,,,,
天津 及 香港 各 [1]{具} [2]{優勢},4,,,,,
兩岸 農業 各 [1]{具} [2]{優勢},4,,,,,
目前 台灣 與 中國 大陸 仍 各 [1]{具} [2]{優勢},4,,,,,
美法 爭取 中國 核電 訂單 各 [1]{具} [2]{優勢},4,,,,,
仍 各 [1]{具} [2]{優勢},4,,,,,
"1997,25,名,幼童,0.009301585145294666,0.004765033256262541,Nf,Na",1,,,,,
這 [1]{名} [2]{幼童} 昨天 晚上 近 九時 被 民眾 發現,1,,,,,
共 可 招收 一萬三千兩百 [1]{名} [2]{幼童},1,,,,,
夾到 這 [1]{名} [2]{幼童},1,,,,,
這 [1]{名} [2]{幼童} 雖 沒有 生命 危險,1,,,,,
這 [1]{名} [2]{幼童} 幸運 的 只有 輕微 擦傷,1,,,,,
"1998,25,條,法令,0.006744349375367165,0.0051574669778347015,Nf,Na",1,,,,,
但 改革 並 喊 口號 或是 增加 幾 [1]{條} [2]{法令} 就 是 改革,1,,,,,
而 政府 運用 這 [1]{條} [2]{法令} 來 對付 反 政府 的 學生 及 其他 人士,1,,,,,
但 二十三 [1]{條} 的 [2]{法令} 並 不 複雜,1,,,,,
這 [1]{條} 禁售 [2]{法令} 在 今年 初 到期,1,,,,,
諷刺 這 [1]{條} [2]{法令} 會 讓 下一代 的 兒童,1,,,,,
"1999,25,首,曲目,0.01334312092512846,0.0039149257354438305,Nf,Na",1,,,,,
至於 選擇 這 [1]{首} [2]{曲目},1,,,,,
除了 向 多 [1]{首} 超 高難度 的 [2]{曲目} 大膽 挑戰,1,,,,,
每 個 地方 將 各 選出 六 [1]{首} [2]{曲目},1,,,,,
當 每 一 [1]{首} [2]{曲目} 結束 時,1,,,,,
從 七 部 電影 中 挑出 八 [1]{首} 極 具 挑戰 難度 的 [2]{曲目},1,,,,,
"2000,25,項,計畫案,0.0075098262168467045,0.005853175651282072,Nf,Na",1,,,,,
國防部 已經 收到 七 家 公司 提出 的 十四 [1]{項} 造艦 [2]{計畫案},1,,,,,
該 [1]{項} 由 沙國 王儲 阿 不 都 拉 提出 的 和平 [2]{計畫案},1,,,,,
該 [1]{項} 由 沙國 王儲 阿 不 都 拉 提出 的 和平 [2]{計畫案},1,,,,,
中心 今年 有 [1]{項} [2]{計畫案},1,,,,,
柯宗廷 希望 兩 [1]{項} 投資 [2]{計畫案} 借重 民間 活潑 的 營運 創意,1,,,,,
"2001,25,題,選擇題,0.015696300193667412,0.012336760759353638,Nf,Na",1,,,,,
九十一學年 度 大學 聯招會 今天 更正 學科 考試 兩 [1]{題} [2]{選擇題} 答案,1,,,,,
更正 九十三 年 學科 能力 測驗 兩 [1]{題} [2]{選擇題} 參考 答案,1,,,,,
於 今年 四月 讓 參加 學生 接受 六十 [1]{題} [2]{選擇題} 測試,1,,,,,
兩 [1]{題} 非 [2]{選擇題} 具 鑑別度,1,,,,,
例如 單選 第三 [1]{題} 及 非 [2]{選擇題} 第一 題,1,,,,,
"2002,25,名,人員,0.007865767925977707,0.0043188901618123055,Nf,Na",1,,,,,
對 三千兩百五十一 [1]{名} 違規 [2]{人員} 進行 處分,1,,,,,
共有 近 十七萬兩千八百 [1]{名} 留學 [2]{人員} 返回 中國 發展,1,,,,,
至少 已 有 一千六百四十三 [1]{名} 美軍 [2]{人員} 喪生,1,,,,,
目前 有 八千兩百多 [1]{名} 海外 留學 [2]{人員} 落戶 廣州,1,,,,,
該 [1]{名} 院方 [2]{人員} 說,1,,,,,
"2003,25,筆,現款,0.008600287139415741,0.005478878505527973,Nf,Na",1,y,,,,
這 [1]{筆} 存款 指 的 是 銀行 和 金融 機構 必須 保持 的 [2]{現款},0,,未選緊鄰NP,,,
行方 在 櫃檯 展示 大 [1]{筆} [2]{現款},1,,,,,
不少 鋼鐵 下游 業者 手 上 抱 著 大 [1]{筆} [2]{現款} 追料,1,,,,,
表示 有 部分 候選人 正 籌措 大 [1]{筆} [2]{現款},1,,,,,
原 預訂 將 這 [1]{筆} [2]{現款} 再 運往 坦尚尼亞 和 其他 非洲 國家,1,,,,,
"2004,25,口,假牙,0.007921305485069752,0.004957564175128937,Nf,Na",1,,,,,
可 使 全 [1]{口} [2]{假牙} 更加 穩固,1,,,,,
不 適合 做 全 [1]{口} 人 [2]{假牙},1,,,,,
如果 全 [1]{口} [2]{假牙} 做下來 可能 就 需要 四十萬 元 以上,1,,,,,
全 [1]{口} [2]{假牙} 補助,1,,,,,
補助 全 [1]{口} 活動 [2]{假牙} 每 人 最 高 新台幣 四萬 元,1,,,,,
"2005,25,箱,洋菸,0.006613095756620169,0.009342445991933346,Nf,Na",0,,,,,
短缺 的 四 [1]{箱} [2]{洋菸} 是 被 查緝 單位 的 軍職 幹部 暗自 扣下,1,,,,,
並 起出 九十七 [1]{箱} [2]{洋菸},1,,,,,
起出 三百六十多 [1]{箱} [2]{洋菸},1,,,,,
結果 花 了 二小時 在 油庫 內 發現 三百六十多 [1]{箱} [2]{洋菸},1,,,,,
起出 一百五十六 [1]{箱} 的 未 稅 [2]{洋菸},1,,,,,
"2006,25,海里,水域,0.01086429413408041,0.008560089394450188,Nf,Na",1,,,,,
就 兩 國 在 批准 聯合國 海洋法 條約 後 的 兩百 [1]{海里} 排他性 經濟 [2]{水域} 問題 進行 交涉,1,,,,,
日本 十二 [1]{海里} 領 海外 的 [2]{水域} 禁止 南韓 漁船 進入,1,,,,,
一 艘 從 高雄 開往 越南 的 油輪 今天 上午 在 香港 以東 一百八十 [1]{海里} [2]{水域} 發生 大 爆炸,1,,,,,
中午 在 距 大膽島 零點一 [1]{海里} 的 我方 [2]{水域},1,,,,,
共同 打撈 六月 四日 在 白礁 東北方 七 [1]{海里} 處 [2]{水域},1,,,,,
"2007,25,雙,皮鞋,0.008766558021306992,0.008352620527148247,Nf,Na",1,,,,,
化成 以 一 [1]{雙} 高級 [2]{皮鞋} 及 幾 尊 希臘 神像 為 辯論 對象,1,,,,,
馬英九 則 回贈 一 [1]{雙} [2]{皮鞋},1,,,,,
左腳 邊 有 一 [1]{雙} 樣式 簡單 的 棕色 [2]{皮鞋},1,,,,,
甚至 一 [1]{雙} 破舊 的 [2]{皮鞋} 經過 一 系列 處理 後,1,,,,,
印度 客商 訂購 了 上萬 [1]{雙} [2]{皮鞋},1,,,,,
"2008,25,樁,爆炸案,0.008267402648925781,0.0072801620699465275,Nf,Na",1,,,,,
阿根廷 當局 知道 這 [1]{樁} [2]{爆炸案} 某些 凶手 的 名字,1,,,,,
目前 尚 無 人 宣稱 為 這 [1]{樁} [2]{爆炸案} 負責,1,,,,,
不會 同意 為 這 [1]{樁} [2]{爆炸案} 擔負 任何 責任,1,,,,,
這 [1]{樁} [2]{爆炸案} 對 印尼 觀光業 所 造成 的 打擊 將 無遠弗屆,1,,,,,
但 沒有 特別 提到 是 那 [1]{樁} [2]{爆炸案},1,,,,,
"2009,25,題,考題,0.016582949087023735,0.015693916007876396,Nf,Na",1,,,,,
另外 兩 [1]{題} 生命 科學 [2]{考題} 也 會 讓 許多 考生 頭痛,1,,,,,
社會科 的 現代 社會 部分 十 [1]{題} [2]{考題} 有 九 題 抄 自 課本,1,,,,,
都 是 從 兩百 [1]{題} 題庫 中選 二十 題 做 [2]{考題},1,,,,,
組隊 參加 的 兩 人 必須 通過 十 [1]{題} 與 數字 相關 的 圖像 [2]{考題},1,,,,,
出 得 比較 漂亮 的 題目 像 是 第二 [1]{題} 的 電流 [2]{考題},1,,,,,
"2010,25,碗,麵,0.014767478220164776,0.012506743893027306,Nf,Na",1,,,,,
只 夠 一 天 買 四 [1]{碗} [2]{麵},1,,,,,
去 探望 全 家 合吃 一 [1]{碗} [2]{麵} 的 癌症 末 期 媽媽,1,,,,,
即 一 盤 或 一 [1]{碗} [2]{麵},1,,,,,
由於 吳慧萍 子女 的 一 [1]{碗} [2]{麵} 故事,1,,,,,
只 夠 到 城 裡 買 一 [1]{碗} [2]{麵},1,,,,,
"2011,25,張,反對票,0.006034431513398886,0.004748109728097916,Nf,Na",1,,,,,
有 六百八十七 [1]{張} [2]{反對票},1,,,,,
二百八十一 [1]{張} [2]{反對票},1,,,,,
但 七十七 [1]{張} 的 [2]{反對票},1,,,,,
獲得 七 [1]{張} [2]{反對票},1,,,,,
卻 是 二十四 [1]{張} [2]{反對票},1,,,,,
"2012,25,瓶,汽油,0.008022241294384003,0.0082935756072402,Nf,Na",1,,,,,
康查達 一怒之下 前往 鄰近 加油站 買回 一 [1]{瓶} [2]{汽油},1,,,,,
一 名 年 約 四十 歲 男子 下午 攜帶 一 [1]{瓶} [2]{汽油},1,,,,,
下午 三時 二十五 分 攜帶 一 [1]{瓶} [2]{汽油},1,,,,,
嫌犯 朱家宏 涉嫌 持 玩具 手槍 與 一 [1]{瓶} [2]{汽油} 進入 銀行 內 搶劫 新台幣 三百萬 後 逃逸,1,,,,,
持 一 把 玩具槍 和 一 [1]{瓶} [2]{汽油},1,,,,,
"2013,25,架,預警機,0.009410521946847439,0.00866548903286457,Nf,Na",1,,,,,
預計 今年 十一月 可以 接收 四 [1]{架} [2]{預警機},1,,,,,
這 [1]{架} [2]{預警機} 在 奧運會 開幕 的 數 小時 前 起飛,1,,,,,
另外 還 有 幾 [1]{架} [2]{預警機} 賣給 了 其它 國家,1,,,,,
再 向 美國 購買 兩 [1]{架} [2]{預警機},1,,,,,
北約 有 十七 [1]{架} [2]{預警機},1,,,,,
"2014,25,宗,劫案,0.015550542622804642,0.0092612998560071,Nf,Na",1,,,,,
西班牙 西南部 緊鄰 葡萄牙 邊境 的 巴達赫斯城 昨天 在 一 [1]{宗} 銀行 [2]{劫案} 中,1,,,,,
警員 現 正 調查 他 是否 與 該 [1]{宗} 嚴重 [2]{劫案} 有關,1,,,,,
最終 導致 多 [1]{宗} [2]{劫案} 發生,1,,,,,
以及 尋找 徐步高 涉及 兩 [1]{宗} [2]{劫案} 的 贓款,1,,,,,
再 破獲 一 [1]{宗} 兩 輛 載有 價值 三百萬 人民幣 的 金屬 貨車 被 [2]{劫案},1,,,,,
"2015,25,齣,舞碼,0.011690948158502579,0.011020435951650143,Nf,Na",1,,,,,
該 團 此 次 到 紐約 表演 的 四 [1]{齣} [2]{舞碼} 分別 是,1,,,,,
搭配 同學 們 精心 創作 等 共 十四 [1]{齣} [2]{舞碼},1,,,,,
整 [1]{齣} [2]{舞碼} 充滿 仙樂 飄舞 的 氣息,1,,,,,
這 [1]{齣} [2]{舞碼} 是 由 國立 東華 大學 民族 語言 傳播 學系 系主任 兼 民族 發展 所 所長 孫大川 製作,1,,,,,
將 帶來 二十多 [1]{齣} 不同 的 [2]{舞碼},1,,,,,
"2016,25,具,骨骸,0.01782630756497383,0.006247923243790865,Nf,Na",1,,,,,
與 第一 [1]{具} 兒童 [2]{骨骸} 距離 約 四 公尺,1,,,,,
因此 推測 這 [1]{具} [2]{骨骸} 是 女性,1,,,,,
與 第一 [1]{具} 兒童 [2]{骨骸} 方向 不 一樣,1,,,,,
裡面 有 一 [1]{具} 完整 的 人體 [2]{骨骸} 和 陪葬物,1,,,,,
這 個 盜骨 集團 每 出售 一 [1]{具} [2]{骨骸} 可能 索取 一千九百 美元 的 高價,1,,,,,
"2017,25,份,申請表,0.012676253914833069,0.00766405276954174,Nf,Na",1,,,,,
廉署 已 派出 四百多 [1]{份} [2]{申請表},1,,,,,
一 [1]{份} 向 美國 政府 提出 更換 公司 人事 [2]{申請表},1,,,,,
總共 收到 五十二萬 [1]{份} 認購 [2]{申請表},1,,,,,
總共 收到 五十二萬 [1]{份} 認購 [2]{申請表},1,,,,,
中 行 已 加印 一百萬 [1]{份} [2]{申請表} 和 十萬 本 招股書,1,,,,,
"2018,25,幅,墨寶,0.011617322452366352,0.01164055522531271,Nf,Na",1,,,,,
但是 這 [1]{幅} [2]{墨寶} 仍 完整 存 於 多倫多 支部,1,,,,,
他 將 這 [1]{幅} [2]{墨寶} 掛 在 會客室,1,,,,,
其中 有 一 [1]{幅} 吳稚暉 八十六 歲 書寫 的 [2]{墨寶},1,,,,,
李 振興 也 捐贈 三 [1]{幅} [2]{墨寶},1,,,,,
寫 一 [1]{幅} 馬到成功 的 [2]{墨寶},1,,,,,
"2019,25,尊,塑像,0.015382777899503708,0.012135805562138557,Nf,Na",1,,,,,
製作 這 [1]{尊} [2]{塑像} 歷經 兩 年 構思,1,,,,,
四川 都江堰 靈岩山 風景區 最近 開鑿 一百零八 [1]{尊} 百態 觀音 [2]{塑像} 時,1,,,,,
廟 旁 並 豎立 一 [1]{尊} 有 兩 層 樓 高 的 孔明 [2]{塑像},1,,,,,
而 目前 陳列 一百二十多 [1]{尊} 的 兩 蔣 [2]{塑像},1,,,,,
惠安 縣涂寨鎮 涂寨 村原村支書鄭旭陽 為 亡父 塑 了 一 [1]{尊} 金身 [2]{塑像},1,,,,,
"2020,25,場,夢魘,0.008912780322134495,0.004189010709524155,Nf,Na",1,,,,,
在 東 帝汶 從 一 [1]{場} [2]{夢魘} 中 逐漸 覺醒 之際,1,,,,,
又 是 一 [1]{場} 不得 安寧 的 [2]{夢魘},1,,,,,
擔心 端午節 龍舟賽 又 是 一 [1]{場} [2]{夢魘},1,,,,,
性 騷擾 與 家庭 暴力 對 全球 女性 來 說 仍然 是 [1]{場} [2]{夢魘},1,,,,,
幾乎 是 一 [1]{場} [2]{夢魘},1,,,,,
"2021,25,件,古物,0.0106443390250206,0.004843131173402071,Nf,Na",1,,,,,
美方 只 同意 減少 五 [1]{件} [2]{古物},1,,,,,
同意 四百五十二 [1]{件} [2]{古物} 出關,1,,,,,
立委 助理 表示 其中 有 一 [1]{件} [2]{古物} 是 整 件 掉 在 地上 碎裂 了,1,,,,,
主要 是 因為 李奇茂 在 去年 十月 捐助 醒吾 技術 學院 四千餘 [1]{件} [2]{古物},1,,,,,
看到 一 [1]{件} [2]{古物},1,,,,,
"2022,25,套,遊戲,0.007266228087246418,0.0058860075660049915,Nf,Na",1,y,,,,
例如 購買 三 [1]{套} [2]{遊戲} 僅 需 新台幣 三百 元,1,,,,,
預計 六 月份 推出 第一 [1]{套} 韓國線 上 [2]{遊戲},1,,,,,
目前 已 和 韓國 廠商 洽談 了 七 至 八 [1]{套} [2]{遊戲},1,,,,,
並且 提供 十五 [1]{套} 科學 [2]{遊戲} 套餐,0,,誤抓名詞複合詞的modifier,,,
林 英超 及 陳進堂 等 多 位 醫生 還 與 狗 醫生 進行 [1]{套} 圈圈 及 餵食 的 [2]{遊戲},4,,例句有斷錯或詞性錯,,,
"2023,25,宗,爆炸案,0.01008794829249382,0.004905413836240768,Nf,Na",1,,,,,
便 曾 有 三 [1]{宗} [2]{爆炸案},1,,,,,
有 兩 人 在 第一 [1]{宗} [2]{爆炸案} 受傷,1,,,,,
警方 認為 巴勒斯坦 好戰 份子 是 這 [1]{宗} [2]{爆炸案} 的 幕後 黑手,1,,,,,
這 是 民答那峨島 過去 兩 天 內 的 第二 [1]{宗} [2]{爆炸案},1,,,,,
證實 了 這 [1]{宗} [2]{爆炸案},1,,,,,
"2024,25,場,戰鬥,0.009632729925215244,0.0026278262957930565,Nf,Nv",1,,,,,
將 是 一 [1]{場} 民族 主義 派 和 回教 派 的 [2]{戰鬥},1,,,,,
在 與 死神 博鬥 的 最後 一 [1]{場} [2]{戰鬥} 失敗 後,1,,,,,
他 在 國會 內 將 面臨 一 [1]{場} 艱苦 的 [2]{戰鬥},1,,,,,
是 一 [1]{場} 艱苦 的 [2]{戰鬥},1,,,,,
回教徒 與 異教徒 之間 的 一 [1]{場} [2]{戰鬥},1,,,,,
"2025,25,段,鐵路,0.011405830271542072,0.009071131236851215,Nf,Na",1,,,,,
今天 下午 可以 將 該 [1]{段} [2]{鐵路} 清理 完畢,1,,,,,
數 [1]{段} [2]{鐵路} 被 炸斷,1,,,,,
這 [1]{段} 從 玉溪 到 蒙 自 的 [2]{鐵路} 估計 投資 四十五億 元 人民幣,1,,,,,
整 [1]{段} [2]{鐵路} 長度 就 會 很 精準,1,,,,,
這 [1]{段} [2]{鐵路} 長 三百零二 公里,1,,,,,
"2026,25,筆,善款,0.015438687056303024,0.00906455609947443,Nf,Na",1,,,,,
協會 會 充分 利用 這 [1]{筆} [2]{善款},1,,,,,
將 把 這 [1]{筆} [2]{善款} 用 在 排除 地方 水患,1,,,,,
這 [1]{筆} [2]{善款} 將 作為 幫助 學校 盲生 與 教學 器材 之 用,1,,,,,
家扶 基金會 將 妥善 運用 每 一 [1]{筆} [2]{善款},1,,,,,
為了 讓 每 一 [1]{筆} [2]{善款} 都 確實 達到 紓困 目的,1,,,,,
"2027,24,個,省區,0.009693864732980728,0.0038601523265242577,Nf,Na,1",1,,,,,
中國 仍 有 十九 [1]{個} 疫源 地 [2]{省區},1,,,,,
中國 大陸 多 [1]{個} [2]{省區} 先後 爆發 禽流感 疫情,1,,,,,
中國 數 [1]{個} [2]{省區} 爆發 禽流感 疫情,1,,,,,
調查 者 走訪 了 三十一 [1]{個} [2]{省區},1,,,,,
成立 中國 首 [1]{個} [2]{省區} 專責 處理 港澳 事務 的 機構,1,,,,,
"2028,24,個,區段,0.0023731407709419727,0.0015916145639494061,Nf,Na,1",1,,,,,
未 調整 者 一千四百零四 [1]{個} [2]{區段},1,,,,,
有 一千六百零九 [1]{個} [2]{區段} 下跌,1,,,,,
持平 有 一千六百三十五 [1]{個} [2]{區段},1,,,,,
非 建築 用地者 有 一千六百八十 [1]{個} [2]{區段},1,,,,,
未 調整 者 一千九百六十五 [1]{個} [2]{區段},1,,,,,
"2029,24,座,油田,0.01068600732833147,0.005502850748598576,Nf,Na,1",1,,,,,
終 至 發現 這 [1]{座} 大 [2]{油田},1,,,,,
中國 大陸 約 有 五百 [1]{座} [2]{油田},1,,,,,
經 證實為 一 [1]{座} 中大型 [2]{油田} 後,1,,,,,
可以 說 是 台灣 第一 [1]{座} 生質 能源 的 [2]{油田},1,,,,,
兩 [1]{座} [2]{油田} 可 在 三 年 至 十 年 的 作業 間,1,,,,,
"2030,24,處,刀傷,0.010881800204515457,0.006404506508260965,Nf,Na,1",1,,,,,
有關 被害人 七十九 [1]{處} [2]{刀傷} 究竟 是 一 種 刀器 或 二 種 刀器 所 致,1,,,,,
兩 人 分別 受到 多 [1]{處} [2]{刀傷},1,,,,,
林明 宗身 上 更 有 多 [1]{處} [2]{刀傷},1,,,,,
除了 兩 [1]{處} 的 [2]{刀傷},1,,,,,
有 多 [1]{處} [2]{刀傷},1,,,,,
"2031,24,座,設施,0.006543082185089588,0.005185727961361408,Nf,Na,1",1,,,,,
但是 其中 並未 包括 檢查 設 在 寧 邊 的 兩 [1]{座} [2]{設施},1,,,,,
目前 菲律賓 已 有 數 [1]{座} 生化 柴油 提煉 [2]{設施},1,,,,,
軍方 將 接管 玻國 境 內 的 五十六 [1]{座} 石油 [2]{設施},1,,,,,
視察 負責 對 日 出口 的 三十五 家 [1]{座} 牛肉 處理 [2]{設施},1,,,,,
美方 同意 日方 派遣 專家 前往 美國 視察 負責 對 日 出口 的 三十五 家 [1]{座} 牛肉 處理 [2]{設施},1,,,,,
"2032,24,番,說辭,0.008753002621233463,0.007136787753552198,Nf,Na,1",1,,,,,
吳宗憲 今天 的 一 [1]{番} [2]{說辭},1,,,,,
馬英九 自然 也 有 一 [1]{番} [2]{說辭},1,,,,,
布希 的 這 [1]{番} 推銷 [2]{說辭},1,,,,,
會 有 一 [1]{番} [2]{說辭},1,,,,,
到時候 又 用 另 一 [1]{番} [2]{說辭} 解釋,1,,,,,
"2033,24,捲,帶子,0.018724344670772552,0.013156048953533173,Nf,Na,1",1,,,,,
因為 在 那 [1]{捲} [2]{帶子} 中,1,,,,,
譴責 有線 電視 新聞網 播出 這 [1]{捲} [2]{帶子},1,,,,,
這 個 機構 過去 曾 提供 半島 電視台 至少 一 [1]{捲} 有關 蓋達 的 [2]{帶子},1,,,,,
